Age_Group,Gender,Run_Time,Run_Points,HAMR_Shuttles,HAMR_Points,Pushups,Pushup_Points,HandReleasePushups,HandReleasePushup_Points,Situps,Situp_Points,CrossLegCrunch,CrossLegCrunch_Points,Plank_Time,Plank_Points
<25,Male,13:25,50.0,100,50.0,,,,,,,,,,
<25,Male,13:55,49.4,94,49.4,,,,,,,,,,
<25,Male,14:12,48.8,92,48.8,,,,,,,,,,
<25,Male,14:27,48.1,88,48.1,,,,,,,,,,
<25,Male,14:41,47.5,86,47.5,,,,,,,,,,
<25,Male,15:05,46.9,83,46.9,,,,,,,,,,
<25,Male,15:17,46.3,80,46.3,,,,,,,,,,
<25,Male,15:28,45.6,77,45.6,,,,,,,,,,
<25,Male,15:38,45.0,74,45.0,,,,,,,,,,
<25,Male,16:09,43.9,71,43.9,,,,,,,,,,
<25,Male,16:29,42.9,68,42.9,,,,,,,,,,
<25,Male,16:49,41.8,65,41.8,,,,,,,,,,
<25,Male,17:08,40.7,62,40.7,,,,,,,,,,
<25,Male,17:18,39.6,59,39.6,,,,,,,,,,
<25,Male,17:37,38.6,56,38.6,,,,,,,,,,
<25,Male,17:55,37.5,54,37.5,,,,,,,,,,
<25,Male,18:23,35.5,51,35.5,,,,,,,,,,
<25,Male,18:39,34.0,48,34.0,,,,,,,,,,
<25,Male,19:07,32.5,45,32.5,,,,,,,,,,
<25,Male,19:36,31.0,42,31.0,,,,,,,,,,
<25,Male,,,,,67,15.0,40,15.0,58,15.0,49,15.0,3:35,15.0
<25,Male,,,,,66,14.9,39,14.7,57,14.8,48,14.7,3:30,14.8
<25,Male,,,,,65,14.7,38,14.4,56,14.6,47,14.5,3:25,14.5
<25,Male,,,,,64,14.6,37,14.1,55,14.3,46,14.2,3:18,14.2
<25,Male,,,,,63,14.4,36,13.8,54,14.1,45,14.0,3:12,13.9
<25,Male,,,,,62,14.3,35,13.5,53,13.8,44,13.7,3:05,13.5
<25,Male,,,,,61,14.1,34,13.2,52,13.5,43,13.5,2:45,12.6
<25,Male,,,,,60,14.0,33,12.9,51,13.2,42,13.2,2:25,11.5
<25,Male,,,,,59,13.8,32,12.6,50,13.1,41,12.9,2:05,10.5
<25,Male,,,,,58,13.7,31,12.3,49,12.8,40,12.6,1:55,10.0
<25,Male,,,,,57,13.5,30,12.0,48,12.5,39,12.3,1:25,8.5
<25,Male,,,,,56,13.4,29,11.7,47,12.0,38,12.1,1:05,7.5
<25,Male,,,,,55,13.2,28,11.4,46,11.3,37,11.8,,
<25,Male,,,,,54,13.1,27,11.1,45,10.5,36,11.6,,
<25,Male,,,,,53,12.9,26,10.8,44,9.8,35,11.3,,
<25,Male,,,,,52,12.8,25,10.5,43,9.5,34,11.0,,
<25,Male,,,,,51,12.6,24,10.2,42,9.0,33,10.8,,
<25,Male,,,,,50,12.5,23,9.9,41,6.8,32,10.5,,
<25,Male,,,,,49,12.3,22,9.6,40,4.5,31,10.2,,
<25,Male,,,,,48,12.2,21,9.3,39,2.3,30,9.9,,
<25,Male,,,,,47,12.0,20,9.0,29,9.7,,,,
<25,Male,,,,,46,11.7,19,8.7,28,9.4,,,,
<25,Male,,,,,45,11.6,18,8.4,27,9.1,,,,
<25,Male,,,,,44,11.3,17,8.1,26,8.9,,,,
<25,Male,,,,,43,11.0,16,7.8,25,8.6,,,,
<25,Male,,,,,42,10.8,15,7.5,24,8.4,,,,
<25,Male,,,,,41,10.5,23,8.1,,,,,,
<25,Male,,,,,40,10.2,22,7.8,,,,,,
<25,Male,,,,,39,9.8,21,7.5,,,,,,
<25,Male,,,,,38,9.5,,,,,,,,
<25,Male,,,,,37,9.0,,,,,,,,
<25,Male,,,,,36,8.7,,,,,,,,
<25,Male,,,,,35,8.3,,,,,,,,
<25,Male,,,,,34,8.0,,,,,,,,
<25,Male,,,,,33,7.5,,,,,,,,
<25,Male,,,,,32,5.3,,,,,,,,
<25,Male,,,,,31,3.0,,,,,,,,
<25,Male,,,,,30,0.8,,,,,,,,
25-29,Male,13:25,50.0,97,50.0,,,,,,,,,,
25-29,Male,13:55,49.4,92,49.4,,,,,,,,,,
25-29,Male,14:12,48.8,88,48.8,,,,,,,,,,
25-29,Male,14:27,48.1,86,48.1,,,,,,,,,,
25-29,Male,14:41,47.5,83,47.5,,,,,,,,,,
25-29,Male,15:05,46.9,80,46.9,,,,,,,,,,
25-29,Male,15:17,46.3,77,46.3,,,,,,,,,,
25-29,Male,15:28,45.6,74,45.6,,,,,,,,,,
25-29,Male,15:38,45.0,71,45.0,,,,,,,,,,
25-29,Male,16:14,43.9,68,43.9,,,,,,,,,,
25-29,Male,16:33,42.9,65,42.9,,,,,,,,,,
25-29,Male,16:52,41.8,62,41.8,,,,,,,,,,
25-29,Male,17:12,40.7,59,40.7,,,,,,,,,,
25-29,Male,17:30,39.6,56,39.6,,,,,,,,,,
25-29,Male,17:47,38.6,54,38.6,,,,,,,,,,
25-29,Male,18:04,37.5,51,37.5,,,,,,,,,,
25-29,Male,18:23,35.5,48,35.5,,,,,,,,,,
25-29,Male,18:39,34.0,45,34.0,,,,,,,,,,
25-29,Male,19:15,32.5,42,32.5,,,,,,,,,,
25-29,Male,19:30,31.0,39,31.0,,,,,,,,,,
25-29,Male,,,,,62,15.0,40,15.0,56,15.0,48,15.0,3:30,15.0
25-29,Male,,,,,61,14.8,39,14.7,55,14.6,47,14.6,3:25,14.8
25-29,Male,,,,,60,14.6,38,14.4,54,14.3,46,14.3,3:20,14.5
25-29,Male,,,,,59,14.3,37,14.1,53,14.1,45,14.1,3:14,14.2
25-29,Male,,,,,58,14.1,36,13.8,52,13.8,44,13.8,3:03,13.7
25-29,Male,,,,,57,14.0,35,13.5,51,13.5,43,13.5,3:00,13.5
25-29,Male,,,,,56,13.8,34,13.2,50,13.2,42,13.2,2:40,12.5
25-29,Male,,,,,55,13.7,33,12.9,49,13.1,41,13.1,2:20,11.5
25-29,Male,,,,,54,13.5,32,12.6,48,12.8,40,12.8,2:00,10.5
25-29,Male,,,,,53,13.4,31,12.3,47,12.5,39,12.5,1:40,9.5
25-29,Male,,,,,52,13.2,30,12.0,46,12.0,38,12.0,1:20,8.5
25-29,Male,,,,,51,13.1,29,11.7,45,11.3,37,11.3,1:00,7.5
25-29,Male,,,,,50,13.0,28,11.4,44,10.5,36,10.5,,
25-29,Male,,,,,49,12.9,27,11.1,43,9.8,35,9.8,,
25-29,Male,,,,,48,12.8,26,10.8,42,9.5,34,9.5,,
25-29,Male,,,,,47,12.6,25,10.5,41,9.0,33,9.0,,
25-29,Male,,,,,46,12.5,24,10.2,40,6.8,32,6.8,,
25-29,Male,,,,,45,12.2,23,9.9,39,4.5,31,4.5,,
25-29,Male,,,,,44,12.0,22,9.6,38,2.3,30,2.3,,
25-29,Male,,,,,43,11.7,21,9.3,29,6.6,,,,
25-29,Male,,,,,42,11.6,20,9.0,28,6.5,,,,
25-29,Male,,,,,41,11.3,19,8.7,27,6.3,,,,
25-29,Male,,,,,40,11.0,18,8.4,26,6.1,,,,
25-29,Male,,,,,39,10.8,17,8.1,25,5.9,,,,
25-29,Male,,,,,38,10.5,16,7.8,24,5.7,,,,
25-29,Male,,,,,37,10.2,15,7.5,23,5.6,,,,
25-29,Male,,,,,36,9.8,22,5.4,,,,,,
25-29,Male,,,,,35,9.5,21,5.2,,,,,,
25-29,Male,,,,,34,9.0,,,,,,,,
25-29,Male,,,,,33,8.7,,,,,,,,
25-29,Male,,,,,32,8.3,,,,,,,,
25-29,Male,,,,,31,8.0,,,,,,,,
25-29,Male,,,,,30,7.5,,,,,,,,
25-29,Male,,,,,29,5.3,,,,,,,,
25-29,Male,,,,,28,3.0,,,,,,,,
25-29,Male,,,,,27,0.8,,,,,,,,
30-34,Male,13:42,50.0,94,50.0,,,,,,,,,,
30-34,Male,14:23,49.4,88,49.4,,,,,,,,,,
30-34,Male,14:37,48.8,86,48.8,,,,,,,,,,
30-34,Male,14:49,48.1,83,48.1,,,,,,,,,,
30-34,Male,15:01,47.5,80,47.5,,,,,,,,,,
30-34,Male,15:23,46.9,77,46.9,,,,,,,,,,
30-34,Male,15:33,46.3,74,46.3,,,,,,,,,,
30-34,Male,15:43,45.6,71,45.6,,,,,,,,,,
30-34,Male,15:50,45.0,68,45.0,,,,,,,,,,
30-34,Male,16:12,43.9,65,43.9,,,,,,,,,,
30-34,Male,16:30,42.9,62,42.9,,,,,,,,,,
30-34,Male,16:49,41.8,59,41.8,,,,,,,,,,
30-34,Male,17:07,40.7,56,40.7,,,,,,,,,,
30-34,Male,17:26,39.6,54,39.6,,,,,,,,,,
30-34,Male,17:42,38.6,51,38.6,,,,,,,,,,
30-34,Male,17:58,37.5,48,37.5,,,,,,,,,,
30-34,Male,18:30,35.5,45,35.5,,,,,,,,,,
30-34,Male,19:06,34.0,42,34.0,,,,,,,,,,
30-34,Male,19:34,32.5,39,32.5,,,,,,,,,,
30-34,Male,20:06,31.0,36,31.0,,,,,,,,,,
30-34,Male,,,,,57,15.0,40,15.0,54,15.0,47,15.0,3:25,15.0
30-34,Male,,,,,56,14.9,39,14.7,53,14.8,46,14.7,3:20,14.8
30-34,Male,,,,,55,14.7,38,14.4,52,14.6,45,14.5,3:15,14.5
30-34,Male,,,,,54,14.6,37,14.1,51,14.3,44,14.2,3:09,14.2
30-34,Male,,,,,53,14.4,36,13.8,50,14.1,43,14.0,3:02,13.9
30-34,Male,,,,,52,14.3,35,13.5,49,13.8,42,13.7,2:55,13.5
30-34,Male,,,,,51,14.1,34,13.2,48,13.5,41,13.4,2:35,12.5
30-34,Male,,,,,50,14.0,33,12.9,47,13.2,40,13.1,2:15,11.5
30-34,Male,,,,,49,13.9,32,12.6,46,13.1,39,12.8,1:55,10.5
30-34,Male,,,,,48,13.8,31,12.3,45,12.8,38,12.6,1:35,9.5
30-34,Male,,,,,47,13.7,30,12.0,44,12.5,37,12.3,1:15,8.5
30-34,Male,,,,,46,13.5,29,11.7,43,12.0,36,12.1,,
30-34,Male,,,,,45,13.4,28,11.4,42,11.3,35,11.8,,
30-34,Male,,,,,44,13.2,27,11.1,41,10.5,34,11.6,,
30-34,Male,,,,,43,13.1,26,10.8,40,9.8,33,11.3,,
30-34,Male,,,,,42,12.9,25,10.5,39,9.0,32,11.0,,
30-34,Male,,,,,41,12.8,24,10.2,38,6.8,31,10.7,,
30-34,Male,,,,,40,12.5,23,9.9,37,4.5,30,10.4,,
30-34,Male,,,,,39,12.0,22,9.6,36,2.3,29,10.2,,
30-34,Male,,,,,38,11.7,21,9.3,28,9.9,,,,
30-34,Male,,,,,37,11.6,20,9.0,27,9.7,,,,
30-34,Male,,,,,36,11.3,19,8.7,26,9.4,,,,
30-34,Male,,,,,35,11.0,18,8.4,25,9.1,,,,
30-34,Male,,,,,34,10.5,17,8.1,24,8.9,,,,
30-34,Male,,,,,33,10.2,16,7.8,23,8.6,,,,
30-34,Male,,,,,32,10.1,15,7.5,22,8.3,,,,
30-34,Male,,,,,31,9.8,21,8.0,,,,,,
30-34,Male,,,,,30,9.0,20,7.8,,,,,,
30-34,Male,,,,,29,8.3,19,7.5,,,,,,
30-34,Male,,,,,28,8.0,,,,,,,,
30-34,Male,,,,,27,7.5,,,,,,,,
30-34,Male,,,,,26,5.3,,,,,,,,
30-34,Male,,,,,25,3.0,,,,,,,,
30-34,Male,,,,,24,0.8,,,,,,,,
35-39,Male,13:42,50.0,92,50.0,,,,,,,,,,
35-39,Male,14:32,49.4,87,49.4,,,,,,,,,,
35-39,Male,14:46,48.8,83,48.8,,,,,,,,,,
35-39,Male,14:59,48.1,80,48.1,,,,,,,,,,
35-39,Male,15:10,47.5,77,47.5,,,,,,,,,,
35-39,Male,15:32,46.9,74,46.9,,,,,,,,,,
35-39,Male,15:42,46.3,71,46.3,,,,,,,,,,
35-39,Male,15:52,45.6,68,45.6,,,,,,,,,,
35-39,Male,16:01,45.0,65,45.0,,,,,,,,,,
35-39,Male,16:29,43.9,62,43.9,,,,,,,,,,
35-39,Male,16:48,42.9,59,42.9,,,,,,,,,,
35-39,Male,17:06,41.8,56,41.8,,,,,,,,,,
35-39,Male,17:24,40.7,54,40.7,,,,,,,,,,
35-39,Male,17:41,39.6,51,39.6,,,,,,,,,,
35-39,Male,17:58,38.6,48,38.6,,,,,,,,,,
35-39,Male,18:14,37.5,45,37.5,,,,,,,,,,
35-39,Male,18:35,35.5,42,35.5,,,,,,,,,,
35-39,Male,19:04,34.0,39,34.0,,,,,,,,,,
35-39,Male,19:31,32.5,36,32.5,,,,,,,,,,
35-39,Male,20:12,31.0,33,31.0,,,,,,,,,,
35-39,Male,,,,,51,15.0,40,15.0,52,15.0,46,15.0,3:20,15.0
35-39,Male,,,,,50,14.6,39,14.7,51,14.8,45,14.7,3:15,14.8
35-39,Male,,,,,49,14.3,38,14.4,50,14.6,44,14.5,3:10,14.5
35-39,Male,,,,,48,14.1,37,14.1,49,14.3,43,14.2,3:04,14.2
35-39,Male,,,,,47,14.0,36,13.8,48,14.1,42,14.0,2:57,13.9
35-39,Male,,,,,46,13.9,35,13.5,47,13.8,41,13.7,2:50,13.5
35-39,Male,,,,,45,13.8,34,13.2,46,13.5,40,13.4,2:30,12.5
35-39,Male,,,,,44,13.7,33,12.9,45,13.2,39,13.1,2:10,11.5
35-39,Male,,,,,43,13.5,32,12.6,44,13.1,38,12.8,1:50,10.5
35-39,Male,,,,,42,13.4,31,12.3,43,12.8,37,12.6,1:30,9.5
35-39,Male,,,,,41,13.2,30,12.0,42,12.5,36,12.3,1:10,8.5
35-39,Male,,,,,40,13.1,29,11.7,41,12.0,35,12.1,,
35-39,Male,,,,,39,12.9,28,11.4,40,11.3,34,11.8,,
35-39,Male,,,,,38,12.8,27,11.1,39,10.5,33,11.6,,
35-39,Male,,,,,37,12.5,26,10.8,38,9.8,32,11.3,,
35-39,Male,,,,,36,12.0,25,10.5,37,9.0,31,11.0,,
35-39,Male,,,,,35,11.7,24,10.2,36,6.8,30,10.7,,
35-39,Male,,,,,34,11.6,23,9.9,35,4.5,29,10.4,,
35-39,Male,,,,,33,11.3,22,9.6,34,2.3,28,10.2,,
35-39,Male,,,,,32,11.0,21,9.3,27,9.9,,,,
35-39,Male,,,,,31,10.5,20,9.0,26,9.7,,,,
35-39,Male,,,,,30,10.2,19,8.7,25,9.4,,,,
35-39,Male,,,,,29,10.1,18,8.4,24,9.1,,,,
35-39,Male,,,,,28,9.8,17,8.1,23,8.9,,,,
35-39,Male,,,,,27,9.0,16,7.8,22,8.6,,,,
35-39,Male,,,,,26,8.3,15,7.5,21,8.3,,,,
35-39,Male,,,,,25,8.0,20,8.0,,,,,,
35-39,Male,,,,,24,7.5,19,7.8,,,,,,
35-39,Male,,,,,23,5.3,18,7.5,,,,,,
35-39,Male,,,,,22,3.0,,,,,,,,
35-39,Male,,,,,21,0.8,,,,,,,,
40-44,Male,14:05,50.0,88,50.0,,,,,,,,,,
40-44,Male,14:45,49.4,83,49.4,,,,,,,,,,
40-44,Male,14:59,48.8,80,48.8,,,,,,,,,,
40-44,Male,15:12,48.1,77,48.1,,,,,,,,,,
40-44,Male,15:24,47.5,74,47.5,,,,,,,,,,
40-44,Male,15:45,46.9,71,46.9,,,,,,,,,,
40-44,Male,15:55,46.3,68,46.3,,,,,,,,,,
40-44,Male,16:05,45.6,65,45.6,,,,,,,,,,
40-44,Male,16:15,45.0,62,45.0,,,,,,,,,,
40-44,Male,16:43,43.9,59,43.9,,,,,,,,,,
40-44,Male,17:01,42.9,56,42.9,,,,,,,,,,
40-44,Male,17:19,41.8,54,41.8,,,,,,,,,,
40-44,Male,17:37,40.7,51,40.7,,,,,,,,,,
40-44,Male,17:56,39.6,48,39.6,,,,,,,,,,
40-44,Male,18:15,38.6,45,38.6,,,,,,,,,,
40-44,Male,18:35,37.5,42,37.5,,,,,,,,,,
40-44,Male,18:55,35.5,39,35.5,,,,,,,,,,
40-44,Male,19:36,34.0,36,34.0,,,,,,,,,,
40-44,Male,20:10,32.5,33,32.5,,,,,,,,,,
40-44,Male,21:09,31.0,30,31.0,,,,,,,,,,
40-44,Male,,,,,44,15.0,38,15.0,50,15.0,44,15.0,3:15,15.0
40-44,Male,,,,,43,14.8,37,14.7,49,14.8,43,14.7,3:10,14.8
40-44,Male,,,,,42,14.6,36,14.4,48,14.6,42,14.5,3:05,14.5
40-44,Male,,,,,41,14.4,35,14.1,47,14.3,41,14.2,2:59,14.2
40-44,Male,,,,,40,14.3,34,13.8,46,14.1,40,14.0,2:52,13.9
40-44,Male,,,,,39,14.1,33,13.5,45,13.8,39,13.7,2:45,13.5
40-44,Male,,,,,38,13.8,32,13.2,44,13.7,38,13.4,2:25,12.5
40-44,Male,,,,,37,13.7,31,12.9,43,13.5,37,13.1,2:05,11.5
40-44,Male,,,,,36,13.5,30,12.6,42,13.2,36,12.8,2:05,11.5
40-44,Male,,,,,35,13.2,29,12.3,41,13.1,35,12.6,1:45,10.5
40-44,Male,,,,,34,12.8,28,12.0,40,12.8,34,12.3,1:25,9.5
40-44,Male,,,,,33,12.6,27,11.7,39,12.0,33,12.1,1:05,8.5
40-44,Male,,,,,32,12.5,26,11.4,38,11.7,32,11.8,,
40-44,Male,,,,,31,12.2,25,11.1,37,11.3,31,11.6,,
40-44,Male,,,,,30,12.0,24,10.8,36,10.5,30,11.3,,
40-44,Male,,,,,29,11.3,23,10.5,35,9.8,29,11.0,,
40-44,Male,,,,,28,11.0,22,10.2,34,9.0,28,10.7,,
40-44,Male,,,,,27,10.8,21,9.9,33,6.8,27,10.4,,
40-44,Male,,,,,26,10.5,20,9.6,32,4.5,26,10.2,,
40-44,Male,,,,,25,9.8,19,9.3,31,2.3,25,9.9,,
40-44,Male,,,,,24,9.0,18,9.0,24,9.7,,,,
40-44,Male,,,,,23,8.7,17,8.7,23,9.4,,,,
40-44,Male,,,,,22,8.3,16,8.4,22,9.1,,,,
40-44,Male,,,,,21,7.5,15,8.1,21,8.9,,,,
40-44,Male,,,,,20,5.3,14,7.8,20,8.6,,,,
40-44,Male,,,,,19,3.0,13,7.5,19,8.3,,,,
40-44,Male,,,,,18,0.8,18,8.0,,,,,,
40-44,Male,,,,,17,7.8,,,,,,,,
40-44,Male,,,,,16,7.5,,,,,,,,
45-49,Male,14:30,50.0,86,50.0,,,,,,,,,,
45-49,Male,15:08,49.4,80,49.4,,,,,,,,,,
45-49,Male,15:22,48.8,77,48.8,,,,,,,,,,
45-49,Male,15:35,48.1,74,48.1,,,,,,,,,,
45-49,Male,15:47,47.5,71,47.5,,,,,,,,,,
45-49,Male,16:09,46.9,68,46.9,,,,,,,,,,
45-49,Male,16:19,46.3,65,46.3,,,,,,,,,,
45-49,Male,16:29,45.6,62,45.6,,,,,,,,,,
45-49,Male,16:39,45.0,59,45.0,,,,,,,,,,
45-49,Male,17:07,43.9,56,43.9,,,,,,,,,,
45-49,Male,17:25,42.9,54,42.9,,,,,,,,,,
45-49,Male,17:44,41.8,51,41.8,,,,,,,,,,
45-49,Male,18:02,40.7,48,40.7,,,,,,,,,,
45-49,Male,18:21,39.6,45,39.6,,,,,,,,,,
45-49,Male,18:41,38.6,42,38.6,,,,,,,,,,
45-49,Male,19:00,37.5,39,37.5,,,,,,,,,,
45-49,Male,19:30,35.5,36,35.5,,,,,,,,,,
45-49,Male,20:02,34.0,33,34.0,,,,,,,,,,
45-49,Male,20:50,32.5,30,32.5,,,,,,,,,,
45-49,Male,21:37,31.0,27,31.0,,,,,,,,,,
45-49,Male,,,,,44,15.0,38,15.0,48,15.0,43,15.0,3:10,15.0
45-49,Male,,,,,43,14.9,37,14.7,47,14.8,42,14.8,3:05,14.8
45-49,Male,,,,,42,14.7,36,14.4,46,14.6,41,14.6,3:00,14.5
45-49,Male,,,,,41,14.6,35,14.1,45,14.4,40,14.3,2:54,14.2
45-49,Male,,,,,40,14.4,34,13.8,44,14.3,39,14.1,2:47,13.9
45-49,Male,,,,,39,14.3,33,13.5,43,14.1,38,13.8,2:40,13.5
45-49,Male,,,,,38,14.1,32,13.2,42,13.8,37,13.6,2:20,12.5
45-49,Male,,,,,37,13.8,31,12.9,41,13.5,36,13.4,2:00,11.5
45-49,Male,,,,,36,13.7,30,12.6,40,13.2,35,13.1,1:40,10.5
45-49,Male,,,,,35,13.5,29,12.3,39,13.1,34,12.9,1:20,9.5
45-49,Male,,,,,34,13.2,28,12.0,38,12.8,33,12.7,1:00,8.5
45-49,Male,,,,,33,12.8,27,11.7,37,12.5,32,12.5,,
45-49,Male,,,,,32,12.6,26,11.4,36,12.0,31,12.2,,
45-49,Male,,,,,31,12.5,25,11.1,35,11.7,30,11.9,,
45-49,Male,,,,,30,12.2,24,10.8,34,11.3,29,11.7,,
45-49,Male,,,,,29,12.0,23,10.5,33,10.5,28,11.5,,
45-49,Male,,,,,28,11.3,22,10.2,32,9.8,27,11.3,,
45-49,Male,,,,,27,11.0,21,9.9,31,9.0,26,11.0,,
45-49,Male,,,,,26,10.8,20,9.6,30,6.8,25,10.8,,
45-49,Male,,,,,25,10.5,19,9.3,29,4.5,24,10.6,,
45-49,Male,,,,,24,9.8,18,9.0,28,2.3,23,10.4,,
45-49,Male,,,,,23,9.5,17,8.7,22,10.1,,,,
45-49,Male,,,,,22,9.0,16,8.4,21,9.8,,,,
45-49,Male,,,,,21,8.7,15,8.1,20,9.6,,,,
45-49,Male,,,,,20,8.3,14,7.8,19,9.4,,,,
45-49,Male,,,,,19,8.0,13,7.5,18,9.2,,,,
45-49,Male,,,,,18,7.5,17,8.9,,,,,,
45-49,Male,,,,,17,5.3,16,8.7,,,,,,
45-49,Male,,,,,16,3.0,15,8.5,,,,,,
45-49,Male,,,,,15,0.8,14,8.2,,,,,,
45-49,Male,,,,,13,8.0,,,,,,,,
45-49,Male,,,,,12,7.7,,,,,,,,
45-49,Male,,,,,11,7.5,,,,,,,,
50-54,Male,15:09,50.0,80,50.0,,,,,,,,,,
50-54,Male,15:54,49.4,74,49.4,,,,,,,,,,
50-54,Male,16:08,48.8,71,48.8,,,,,,,,,,
50-54,Male,16:21,48.1,68,48.1,,,,,,,,,,
50-54,Male,16:33,47.5,65,47.5,,,,,,,,,,
50-54,Male,16:55,46.9,62,46.9,,,,,,,,,,
50-54,Male,17:06,46.3,59,46.3,,,,,,,,,,
50-54,Male,17:16,45.6,56,45.6,,,,,,,,,,
50-54,Male,17:26,45.0,54,45.0,,,,,,,,,,
50-54,Male,17:54,43.9,51,43.9,,,,,,,,,,
50-54,Male,18:13,42.9,48,42.9,,,,,,,,,,
50-54,Male,18:32,41.8,45,41.8,,,,,,,,,,
50-54,Male,18:51,40.7,42,40.7,,,,,,,,,,
50-54,Male,19:10,39.6,39,39.6,,,,,,,,,,
50-54,Male,19:30,38.6,36,38.6,,,,,,,,,,
50-54,Male,19:49,37.5,33,37.5,,,,,,,,,,
50-54,Male,20:20,35.5,30,35.5,,,,,,,,,,
50-54,Male,21:03,34.0,27,34.0,,,,,,,,,,
50-54,Male,21:40,32.5,24,32.5,,,,,,,,,,
50-54,Male,22:28,31.0,22,31.0,,,,,,,,,,
50-54,Male,,,,,36,15.0,35,15.0,46,15.0,42,15.0,3:05,15.0
50-54,Male,,,,,35,14.8,34,14.7,45,14.8,41,14.8,3:00,14.8
50-54,Male,,,,,34,14.6,33,14.4,44,14.6,40,14.6,2:55,14.5
50-54,Male,,,,,33,14.3,32,14.1,43,14.3,39,14.3,2:49,14.2
50-54,Male,,,,,32,14.1,31,13.7,42,14.1,38,14.1,2:42,13.9
50-54,Male,,,,,31,13.8,30,13.4,41,13.8,37,13.9,2:35,13.5
50-54,Male,,,,,30,13.7,29,13.1,40,13.7,36,13.7,2:15,12.5
50-54,Male,,,,,29,13.5,28,12.8,39,13.5,35,13.4,1:55,11.5
50-54,Male,,,,,28,13.2,27,12.5,38,13.2,34,13.2,1:35,10.5
50-54,Male,,,,,27,13.1,26,12.2,37,13.1,33,13.0,1:15,9.5
50-54,Male,,,,,26,12.8,25,11.9,36,12.8,32,12.8,,
50-54,Male,,,,,25,12.5,24,11.6,35,12.0,31,12.5,,
50-54,Male,,,,,24,12.0,23,11.3,34,11.7,30,12.3,,
50-54,Male,,,,,23,11.3,22,11.0,33,11.3,29,12.1,,
50-54,Male,,,,,22,10.5,21,10.7,32,11.0,28,11.9,,
50-54,Male,,,,,21,9.8,20,10.4,31,10.5,27,11.6,,
50-54,Male,,,,,20,9.5,19,10.0,30,9.8,26,11.4,,
50-54,Male,,,,,19,9.0,18,9.7,29,9.5,25,11.1,,
50-54,Male,,,,,18,8.7,17,9.4,28,9.0,24,10.9,,
50-54,Male,,,,,17,8.3,16,9.1,27,6.8,23,10.7,,
50-54,Male,,,,,16,8.0,15,8.8,26,4.5,22,10.4,,
50-54,Male,,,,,15,7.5,14,8.5,25,2.3,21,10.2,,
50-54,Male,,,,,14,5.3,13,8.1,20,10.0,,,,
50-54,Male,,,,,13,3.0,12,7.8,19,9.8,,,,
50-54,Male,,,,,12,0.8,11,7.5,18,9.5,,,,
50-54,Male,,,,,17,9.3,,,,,,,,
50-54,Male,,,,,16,9.1,,,,,,,,
50-54,Male,,,,,15,8.9,,,,,,,,
50-54,Male,,,,,14,8.6,,,,,,,,
50-54,Male,,,,,13,8.4,,,,,,,,
50-54,Male,,,,,12,8.2,,,,,,,,
50-54,Male,,,,,11,8.0,,,,,,,,
50-54,Male,,,,,10,7.7,,,,,,,,
50-54,Male,,,,,9,7.5,,,,,,,,
55-59,Male,15:28,50.0,77,50.0,,,,,,,,,,
55-59,Male,16:22,49.4,71,49.4,,,,,,,,,,
55-59,Male,16:44,48.8,68,48.8,,,,,,,,,,
55-59,Male,16:58,48.1,65,48.1,,,,,,,,,,
55-59,Male,17:14,47.5,62,47.5,,,,,,,,,,
55-59,Male,17:45,46.9,59,46.9,,,,,,,,,,
55-59,Male,17:57,46.3,56,46.3,,,,,,,,,,
55-59,Male,18:07,45.6,54,45.6,,,,,,,,,,
55-59,Male,18:17,45.0,51,45.0,,,,,,,,,,
55-59,Male,18:45,43.9,48,43.9,,,,,,,,,,
55-59,Male,19:00,42.9,45,42.9,,,,,,,,,,
55-59,Male,19:17,41.8,42,41.8,,,,,,,,,,
55-59,Male,19:36,40.7,39,40.7,,,,,,,,,,
55-59,Male,19:51,39.6,36,39.6,,,,,,,,,,
55-59,Male,20:07,38.6,33,38.6,,,,,,,,,,
55-59,Male,20:22,37.5,30,37.5,,,,,,,,,,
55-59,Male,20:54,35.5,27,35.5,,,,,,,,,,
55-59,Male,21:19,34.0,24,34.0,,,,,,,,,,
55-59,Male,22:03,32.5,22,32.5,,,,,,,,,,
55-59,Male,22:58,31.0,19,31.0,,,,,,,,,,
55-59,Male,,,,,33,15.0,33,15.0,44,15.0,41,15.0,3:00,15.0
55-59,Male,,,,,32,14.9,32,14.7,43,14.8,40,14.8,2:55,14.8
55-59,Male,,,,,31,14.6,31,14.3,42,14.6,39,14.6,2:50,14.5
55-59,Male,,,,,30,14.3,30,14.0,41,14.3,38,14.3,2:44,14.2
55-59,Male,,,,,29,13.8,29,13.7,40,14.1,37,14.1,2:37,13.9
55-59,Male,,,,,28,13.5,28,13.4,39,13.8,36,13.9,2:30,13.5
55-59,Male,,,,,27,13.4,27,13.1,38,13.7,35,13.7,2:10,12.5
55-59,Male,,,,,26,13.1,26,12.8,37,13.5,34,13.4,1:50,11.5
55-59,Male,,,,,25,12.8,25,12.4,36,13.2,33,13.2,1:30,10.5
55-59,Male,,,,,24,12.6,24,12.1,35,13.1,32,13.0,1:10,9.5
55-59,Male,,,,,23,11.9,23,11.8,34,12.8,31,12.8,,
55-59,Male,,,,,22,11.1,22,11.4,33,12.0,30,12.5,,
55-59,Male,,,,,21,10.5,21,11.1,32,11.7,29,12.3,,
